purchase_order_id,order_date,supplier_id,component_id,quantity,received_quantity,defective_quantity,unit_cost_eur,delivery_delay_days,lithium_index,metals_index,industrial_energy_index
PO-001991,2024-07-30,SUP-044,CMP-006,2996,2996,45,27.92,-4,111.82,95.1,116.42
PO-002103,2024-07-30,SUP-021,CMP-004,433,433,4,80.19,1,111.82,95.1,116.42
PO-002918,2024-07-31,SUP-030,CMP-000,2799,2799,163,33.28,0,111.74,95.06,116.33
PO-001033,2024-07-31,SUP-017,CMP-006,4090,4090,62,29.46,-1,111.74,95.06,116.33
PO-003485,2024-07-31,SUP-044,CMP-004,2650,2650,42,78.09,2,111.74,95.06,116.33
PO-003180,2024-08-01,SUP-023,CMP-003,4658,4658,49,7.46,2,111.66,95.02,116.24
PO-002697,2024-08-01,SUP-015,CMP-004,996,996,20,80.13,8,111.66,95.02,116.24
PO-002995,2024-08-01,SUP-011,CMP-000,2038,2038,44,34.22,-3,111.66,95.02,116.24
PO-002385,2024-08-01,SUP-040,CMP-004,5506,5506,29,82.05,1,111.66,95.02,116.24
PO-001486,2024-08-01,SUP-050,CMP-004,4660,4660,35,80.23,5,111.66,95.02,116.24
PO-001813,2024-08-02,SUP-018,CMP-003,877,877,20,7.17,4,111.58,94.97,116.14
PO-002580,2024-08-02,SUP-013,CMP-007,1322,1322,21,43.09,2,111.58,94.97,116.14
PO-001920,2024-08-02,SUP-000,CMP-009,4151,4151,22,13.67,3,111.58,94.97,116.14
PO-002263,2024-08-02,SUP-016,CMP-001,4745,4745,87,10.16,0,111.58,94.97,116.14
PO-001952,2024-08-02,SUP-051,CMP-004,643,643,6,76.93,-2,111.58,94.97,116.14
PO-003096,2024-08-02,SUP-047,CMP-008,5322,5322,53,17.65,8,111.58,94.97,116.14
PO-000699,2024-08-03,SUP-018,CMP-008,5969,5969,121,18.24,6,111.5,94.93,116.05
PO-001878,2024-08-03,SUP-029,CMP-009,1223,1223,33,13.3,0,111.5,94.93,116.05
PO-003682,2024-08-03,SUP-005,CMP-007,4096,4096,51,43.26,5,111.5,94.93,116.05
PO-003528,2024-08-04,SUP-033,CMP-000,1202,1202,61,36.13,1,111.42,94.89,115.96
PO-000553,2024-08-04,SUP-048,CMP-007,2085,2085,7,40.0,-1,111.42,94.89,115.96
PO-002748,2024-08-04,SUP-027,CMP-007,408,408,1,42.51,4,111.42,94.89,115.96
PO-000401,2024-08-04,SUP-031,CMP-004,3064,3064,53,79.96,-4,111.42,94.89,115.96
PO-001851,2024-08-04,SUP-015,CMP-001,3558,3558,175,9.56,7,111.42,94.89,115.96
PO-000351,2024-08-04,SUP-012,CMP-005,3813,3813,69,121.83,0,111.42,94.89,115.96
PO-000459,2024-08-05,SUP-042,CMP-001,4542,4542,24,9.46,4,111.34,94.85,115.87
PO-002418,2024-08-05,SUP-051,CMP-006,2430,2430,31,30.3,4,111.34,94.85,115.87
PO-000493,2024-08-05,SUP-014,CMP-007,4432,4432,32,44.54,-1,111.34,94.85,115.87
PO-000982,2024-08-05,SUP-021,CMP-005,1723,1723,52,117.78,1,111.34,94.85,115.87
PO-002285,2024-08-05,SUP-026,CMP-007,4164,4164,127,44.22,-1,111.34,94.85,115.87
PO-001078,2024-08-06,SUP-034,CMP-004,1298,1298,2,78.39,0,111.26,94.81,115.77
PO-001960,2024-08-06,SUP-037,CMP-002,1849,1849,11,4.83,-2,111.26,94.81,115.77
PO-002522,2024-08-06,SUP-027,CMP-005,1331,1331,3,113.3,1,111.26,94.81,115.77
PO-004665,2024-08-07,SUP-013,CMP-006,3438,3438,24,29.43,0,111.18,94.77,115.68
PO-004276,2024-08-07,SUP-044,CMP-001,2885,2885,77,9.78,-2,111.18,94.77,115.68
PO-000373,2024-08-07,SUP-015,CMP-005,2592,2592,31,124.39,8,111.18,94.77,115.68
PO-001826,2024-08-07,SUP-014,CMP-000,1797,1797,5,34.27,1,111.18,94.77,115.68
PO-000912,2024-08-07,SUP-031,CMP-005,2070,2070,28,120.68,1,111.18,94.77,115.68
PO-001799,2024-08-08,SUP-051,CMP-005,4537,4537,100,122.46,-2,111.1,94.74,115.58
PO-002304,2024-08-08,SUP-037,CMP-009,1392,1392,9,12.95,2,111.1,94.74,115.58
PO-003884,2024-08-08,SUP-033,CMP-003,3602,3602,130,7.05,-1,111.1,94.74,115.58
PO-002541,2024-08-08,SUP-048,CMP-000,5206,5206,7,32.24,3,111.1,94.74,115.58
PO-003610,2024-08-08,SUP-031,CMP-002,2433,2433,67,4.8,4,111.1,94.74,115.58
PO-003559,2024-08-09,SUP-049,CMP-003,267,267,3,7.18,-2,111.01,94.7,115.49
PO-001332,2024-08-09,SUP-051,CMP-004,5610,5610,117,79.82,-2,111.01,94.7,115.49
PO-000370,2024-08-09,SUP-014,CMP-004,2986,2986,13,78.81,0,111.01,94.7,115.49
PO-003685,2024-08-09,SUP-014,CMP-005,4511,4511,35,122.01,1,111.01,94.7,115.49
PO-000947,2024-08-09,SUP-019,CMP-004,4904,4904,111,80.03,4,111.01,94.7,115.49
PO-001526,2024-08-09,SUP-004,CMP-006,4245,4245,116,30.14,1,111.01,94.7,115.49
PO-003384,2024-08-10,SUP-026,CMP-004,590,590,15,80.56,0,110.93,94.66,115.39
PO-004031,2024-08-10,SUP-053,CMP-004,2453,2453,74,83.63,4,110.93,94.66,115.39
PO-004236,2024-08-10,SUP-035,CMP-000,3745,3745,31,34.61,2,110.93,94.66,115.39
PO-000964,2024-08-10,SUP-046,CMP-001,5782,5782,62,8.92,-1,110.93,94.66,115.39
PO-004684,2024-08-10,SUP-020,CMP-004,2435,2435,52,81.6,0,110.93,94.66,115.39
PO-003023,2024-08-10,SUP-049,CMP-005,4992,4992,82,120.82,-1,110.93,94.66,115.39
PO-002562,2024-08-10,SUP-013,CMP-007,5494,5494,109,44.35,3,110.93,94.66,115.39
PO-004195,2024-08-10,SUP-019,CMP-008,3545,3545,90,17.8,2,110.93,94.66,115.39
PO-001330,2024-08-10,SUP-028,CMP-009,404,404,4,13.15,0,110.93,94.66,115.39
PO-003335,2024-08-10,SUP-014,CMP-001,3408,3408,14,9.37,-1,110.93,94.66,115.39
PO-003668,2024-08-11,SUP-049,CMP-001,5062,5062,128,9.13,2,110.85,94.63,115.3
PO-004011,2024-08-11,SUP-043,CMP-009,5115,5115,53,13.62,5,110.85,94.63,115.3
PO-001184,2024-08-11,SUP-001,CMP-007,5978,5978,81,45.05,2,110.85,94.63,115.3
PO-003861,2024-08-11,SUP-053,CMP-000,5885,5885,44,33.88,0,110.85,94.63,115.3
PO-001599,2024-08-11,SUP-034,CMP-001,2057,2057,5,8.55,-1,110.85,94.63,115.3
PO-002817,2024-08-11,SUP-031,CMP-005,5568,5568,93,124.94,-2,110.85,94.63,115.3
PO-001463,2024-08-12,SUP-018,CMP-004,1071,1071,26,82.34,1,110.76,94.59,115.2
PO-001765,2024-08-12,SUP-029,CMP-005,5177,5177,52,121.47,1,110.76,94.59,115.2
PO-002283,2024-08-12,SUP-000,CMP-008,2865,2865,36,16.54,0,110.76,94.59,115.2
PO-000162,2024-08-12,SUP-009,CMP-004,4632,4632,31,78.65,1,110.76,94.59,115.2
PO-002455,2024-08-12,SUP-037,CMP-001,1552,1552,9,9.58,0,110.76,94.59,115.2
PO-001159,2024-08-13,SUP-037,CMP-000,564,564,2,35.46,1,110.68,94.56,115.11
PO-000780,2024-08-13,SUP-050,CMP-004,5833,5833,93,80.47,-1,110.68,94.56,115.11
PO-002109,2024-08-13,SUP-015,CMP-009,5190,5190,138,13.51,8,110.68,94.56,115.11
PO-003465,2024-08-13,SUP-013,CMP-001,3453,3453,130,10.13,1,110.68,94.56,115.11
PO-004788,2024-08-14,SUP-041,CMP-009,3366,3366,68,13.77,-1,110.59,94.53,115.01
PO-004308,2024-08-14,SUP-039,CMP-009,4221,4221,52,13.04,2,110.59,94.53,115.01
PO-000025,2024-08-14,SUP-037,CMP-004,5816,5816,43,80.85,-4,110.59,94.53,115.01
PO-000029,2024-08-14,SUP-020,CMP-005,4887,4887,34,117.0,-2,110.59,94.53,115.01
PO-002387,2024-08-15,SUP-000,CMP-006,2450,2450,27,28.45,1,110.5,94.5,114.92
PO-004277,2024-08-15,SUP-050,CMP-009,3883,3883,58,13.43,-1,110.5,94.5,114.92
PO-000147,2024-08-15,SUP-017,CMP-005,3191,3191,19,124.72,1,110.5,94.5,114.92
PO-004731,2024-08-15,SUP-030,CMP-004,2423,2423,16,80.23,3,110.5,94.5,114.92
PO-004275,2024-08-15,SUP-017,CMP-000,2979,2979,17,34.21,-1,110.5,94.5,114.92
PO-002864,2024-08-15,SUP-036,CMP-000,5321,5321,99,33.28,0,110.5,94.5,114.92
PO-001752,2024-08-16,SUP-042,CMP-004,5121,5121,112,82.99,-2,110.42,94.47,114.82
PO-000295,2024-08-16,SUP-009,CMP-002,5665,5665,105,4.89,3,110.42,94.47,114.82
PO-003459,2024-08-16,SUP-044,CMP-003,801,801,11,7.51,0,110.42,94.47,114.82
PO-003232,2024-08-16,SUP-043,CMP-002,3575,3575,36,4.81,3,110.42,94.47,114.82
PO-004310,2024-08-16,SUP-026,CMP-002,4728,4728,152,5.07,0,110.42,94.47,114.82
PO-003398,2024-08-16,SUP-007,CMP-004,5279,5279,23,77.32,3,110.42,94.47,114.82
PO-004345,2024-08-16,SUP-001,CMP-005,389,389,2,115.54,1,110.42,94.47,114.82
PO-000175,2024-08-17,SUP-011,CMP-001,2530,2530,57,9.35,-2,110.33,94.44,114.73
PO-004015,2024-08-17,SUP-011,CMP-003,2320,2320,47,7.4,-1,110.33,94.44,114.73
PO-000024,2024-08-17,SUP-032,CMP-000,2883,2883,27,34.66,3,110.33,94.44,114.73
PO-001694,2024-08-17,SUP-027,CMP-009,737,737,1,13.3,3,110.33,94.44,114.73
PO-004089,2024-08-17,SUP-000,CMP-004,3365,3365,71,80.28,-2,110.33,94.44,114.73
PO-003649,2024-08-17,SUP-001,CMP-002,1877,1877,29,4.79,2,110.33,94.44,114.73
PO-000369,2024-08-17,SUP-033,CMP-003,1944,1944,45,7.42,-2,110.33,94.44,114.73
PO-002849,2024-08-17,SUP-010,CMP-007,5342,5342,50,44.8,3,110.33,94.44,114.73
PO-000568,2024-08-17,SUP-026,CMP-000,5239,5239,156,35.22,-1,110.33,94.44,114.73
PO-000293,2024-08-18,SUP-045,CMP-004,1309,1309,3,81.61,0,110.24,94.41,114.63
PO-004300,2024-08-18,SUP-018,CMP-004,4912,4912,42,77.13,5,110.24,94.41,114.63
PO-003988,2024-08-18,SUP-024,CMP-006,4504,4504,151,28.21,1,110.24,94.41,114.63
PO-000675,2024-08-18,SUP-053,CMP-004,5150,5150,81,76.89,3,110.24,94.41,114.63
PO-003621,2024-08-18,SUP-040,CMP-004,5551,5551,12,78.03,3,110.24,94.41,114.63
PO-001919,2024-08-19,SUP-002,CMP-004,5930,5930,42,81.36,1,110.15,94.38,114.53
PO-003895,2024-08-19,SUP-034,CMP-002,3485,3485,24,4.77,1,110.15,94.38,114.53
PO-002379,2024-08-19,SUP-049,CMP-000,1507,1507,62,35.64,3,110.15,94.38,114.53
PO-001896,2024-08-19,SUP-046,CMP-004,2313,2313,27,80.35,5,110.15,94.38,114.53
PO-002808,2024-08-19,SUP-011,CMP-005,5255,5255,128,116.17,-1,110.15,94.38,114.53
PO-004280,2024-08-19,SUP-020,CMP-000,337,337,3,33.08,-1,110.15,94.38,114.53
PO-004445,2024-08-19,SUP-041,CMP-007,1249,1249,81,43.26,0,110.15,94.38,114.53
PO-003608,2024-08-19,SUP-004,CMP-007,1127,1127,22,46.21,0,110.15,94.38,114.53
PO-002340,2024-08-20,SUP-003,CMP-008,4693,4693,46,18.98,2,110.07,94.35,114.44
PO-003803,2024-08-20,SUP-048,CMP-002,2257,2257,10,4.67,-3,110.07,94.35,114.44
PO-000154,2024-08-20,SUP-008,CMP-004,4873,4873,93,80.88,2,110.07,94.35,114.44
PO-002535,2024-08-20,SUP-037,CMP-000,2059,2059,8,34.07,3,110.07,94.35,114.44
PO-003665,2024-08-20,SUP-000,CMP-000,5083,5083,42,34.04,-1,110.07,94.35,114.44
PO-001889,2024-08-20,SUP-022,CMP-008,1476,1476,11,17.98,3,110.07,94.35,114.44
PO-004499,2024-08-20,SUP-021,CMP-001,3904,3904,71,9.77,-3,110.07,94.35,114.44
PO-004233,2024-08-21,SUP-032,CMP-002,3319,3319,70,4.93,2,109.98,94.33,114.34
PO-003216,2024-08-21,SUP-004,CMP-004,4308,4308,132,84.4,3,109.98,94.33,114.34
PO-001232,2024-08-21,SUP-001,CMP-006,5366,5366,50,28.78,-3,109.98,94.33,114.34
PO-002867,2024-08-22,SUP-022,CMP-008,3503,3503,62,17.41,5,109.89,94.3,114.25
PO-002253,2024-08-22,SUP-002,CMP-000,5348,5348,139,32.79,3,109.89,94.3,114.25
PO-004171,2024-08-22,SUP-015,CMP-004,1052,1052,47,78.71,6,109.89,94.3,114.25
PO-002399,2024-08-22,SUP-028,CMP-001,3840,3840,90,9.63,5,109.89,94.3,114.25
PO-001181,2024-08-22,SUP-031,CMP-000,2755,2755,24,35.03,-1,109.89,94.3,114.25
PO-000268,2024-08-22,SUP-045,CMP-005,1635,1635,9,125.4,-3,109.89,94.3,114.25
PO-000793,2024-08-23,SUP-013,CMP-002,894,894,36,4.75,2,109.8,94.28,114.15
PO-001230,2024-08-23,SUP-051,CMP-004,1258,1258,16,84.56,0,109.8,94.28,114.15
PO-002565,2024-08-23,SUP-018,CMP-009,5802,5802,70,13.46,-1,109.8,94.28,114.15
PO-002088,2024-08-24,SUP-023,CMP-000,3419,3419,23,33.97,3,109.71,94.25,114.05
PO-000956,2024-08-24,SUP-036,CMP-007,1811,1811,16,41.71,1,109.71,94.25,114.05
PO-004246,2024-08-24,SUP-000,CMP-005,4297,4297,36,119.21,4,109.71,94.25,114.05
PO-003349,2024-08-24,SUP-048,CMP-005,1069,1069,3,120.77,2,109.71,94.25,114.05
PO-000391,2024-08-24,SUP-017,CMP-001,1189,1189,30,9.68,4,109.71,94.25,114.05
PO-003008,2024-08-24,SUP-029,CMP-009,785,785,16,13.35,-1,109.71,94.25,114.05
PO-003201,2024-08-24,SUP-034,CMP-004,3918,3918,16,80.13,0,109.71,94.25,114.05
PO-001026,2024-08-24,SUP-031,CMP-006,673,673,28,37.7,3,109.71,94.25,114.05
PO-001469,2024-08-24,SUP-036,CMP-004,3107,3107,12,78.69,3,109.71,94.25,114.05
PO-004463,2024-08-25,SUP-013,CMP-008,1571,1571,27,18.56,-1,109.62,94.23,113.96
PO-000988,2024-08-25,SUP-006,CMP-004,5239,5239,52,74.47,3,109.62,94.23,113.96
PO-001705,2024-08-25,SUP-007,CMP-005,5775,5775,32,129.1,4,109.62,94.23,113.96
PO-001914,2024-08-25,SUP-001,CMP-009,4954,4954,28,12.8,-1,109.62,94.23,113.96
PO-000070,2024-08-25,SUP-031,CMP-003,2721,2721,55,7.5,5,109.62,94.23,113.96
PO-001229,2024-08-26,SUP-010,CMP-001,5239,5239,34,9.37,-2,109.52,94.21,113.86
PO-001457,2024-08-26,SUP-045,CMP-008,4933,4933,19,17.87,3,109.52,94.21,113.86
PO-003090,2024-08-26,SUP-052,CMP-002,3492,3492,25,5.03,7,109.52,94.21,113.86
PO-003967,2024-08-26,SUP-034,CMP-001,656,656,2,9.14,0,109.52,94.21,113.86
PO-003931,2024-08-26,SUP-024,CMP-004,4957,4957,87,77.57,4,109.52,94.21,113.86
PO-000343,2024-08-26,SUP-022,CMP-008,3780,3780,54,18.14,-1,109.52,94.21,113.86
PO-002484,2024-08-26,SUP-004,CMP-004,1071,1071,14,81.37,-3,109.52,94.21,113.86
PO-002663,2024-08-26,SUP-035,CMP-000,5495,5495,146,34.68,4,109.52,94.21,113.86
PO-001164,2024-08-26,SUP-044,CMP-002,1924,1924,31,4.72,1,109.52,94.21,113.86
PO-002354,2024-08-26,SUP-044,CMP-004,1044,1044,14,82.31,3,109.52,94.21,113.86
PO-001683,2024-08-27,SUP-030,CMP-004,780,780,8,81.53,1,109.43,94.19,113.76
PO-002523,2024-08-27,SUP-011,CMP-004,1320,1320,23,83.17,-4,109.43,94.19,113.76
PO-001864,2024-08-27,SUP-036,CMP-005,5873,5873,19,112.85,3,109.43,94.19,113.76
PO-000087,2024-08-27,SUP-052,CMP-000,3976,3976,22,33.62,1,109.43,94.19,113.76
PO-001228,2024-08-27,SUP-032,CMP-001,1459,1459,18,9.84,6,109.43,94.19,113.76
PO-002954,2024-08-27,SUP-017,CMP-004,979,979,10,79.31,1,109.43,94.19,113.76
PO-002594,2024-08-27,SUP-010,CMP-006,4988,4988,43,28.11,2,109.43,94.19,113.76
PO-004659,2024-08-27,SUP-042,CMP-007,1380,1380,11,43.62,1,109.43,94.19,113.76
PO-001455,2024-08-27,SUP-027,CMP-004,565,565,5,81.61,4,109.43,94.19,113.76
PO-003818,2024-08-27,SUP-038,CMP-004,2383,2383,44,79.13,4,109.43,94.19,113.76
PO-003660,2024-08-28,SUP-051,CMP-005,3111,3111,49,122.21,-3,109.34,94.17,113.67
PO-003798,2024-08-28,SUP-027,CMP-007,1005,1005,2,42.05,4,109.34,94.17,113.67
PO-002770,2024-08-28,SUP-028,CMP-005,3615,3615,22,113.56,1,109.34,94.17,113.67
PO-004338,2024-08-28,SUP-025,CMP-005,2026,2026,40,118.72,1,109.34,94.17,113.67
PO-003394,2024-08-29,SUP-016,CMP-006,3104,3104,67,27.49,-1,109.25,94.16,113.57
PO-001414,2024-08-29,SUP-042,CMP-009,5309,5309,101,14.01,1,109.25,94.16,113.57
PO-004590,2024-08-29,SUP-044,CMP-001,5989,5989,64,8.66,0,109.25,94.16,113.57
PO-004444,2024-08-29,SUP-020,CMP-000,3688,3688,38,32.84,-4,109.25,94.16,113.57
PO-003062,2024-08-29,SUP-042,CMP-005,3564,3564,35,123.49,1,109.25,94.16,113.57
PO-002351,2024-08-30,SUP-002,CMP-004,1908,1908,19,76.5,2,109.15,94.14,113.47
PO-001147,2024-08-30,SUP-052,CMP-000,4208,4208,73,36.1,-2,109.15,94.14,113.47
PO-002934,2024-08-30,SUP-052,CMP-007,3652,3652,151,42.29,0,109.15,94.14,113.47
PO-002607,2024-08-30,SUP-024,CMP-003,3033,3033,63,7.24,-4,109.15,94.14,113.47
PO-001100,2024-08-30,SUP-018,CMP-004,4295,4295,26,82.44,0,109.15,94.14,113.47
PO-002678,2024-08-31,SUP-006,CMP-004,3926,3926,87,76.78,1,109.06,94.12,113.38
PO-000925,2024-08-31,SUP-030,CMP-004,735,735,7,78.52,2,109.06,94.12,113.38
PO-003049,2024-08-31,SUP-017,CMP-001,3952,3952,62,9.41,4,109.06,94.12,113.38
PO-000118,2024-08-31,SUP-010,CMP-001,3745,3745,35,9.03,4,109.06,94.12,113.38
PO-002661,2024-09-01,SUP-027,CMP-004,5627,5627,32,78.25,3,108.97,94.11,113.28
PO-002674,2024-09-01,SUP-008,CMP-008,5064,5064,107,18.52,3,108.97,94.11,113.28
PO-001611,2024-09-02,SUP-018,CMP-007,5471,5471,79,40.98,3,108.87,94.1,113.18
PO-002341,2024-09-02,SUP-042,CMP-004,2747,2747,49,80.15,0,108.87,94.1,113.18
PO-003915,2024-09-02,SUP-041,CMP-002,518,518,13,4.73,1,108.87,94.1,113.18
PO-002436,2024-09-03,SUP-004,CMP-004,4016,4016,108,82.01,3,108.78,94.08,113.09
PO-001094,2024-09-03,SUP-036,CMP-006,2121,2121,19,26.82,4,108.78,94.08,113.09
PO-002559,2024-09-03,SUP-008,CMP-000,1853,1853,38,33.02,0,108.78,94.08,113.09
PO-002034,2024-09-03,SUP-049,CMP-000,3309,3309,33,32.03,2,108.78,94.08,113.09
PO-001771,2024-09-04,SUP-016,CMP-000,2174,2174,27,31.18,6,108.68,94.07,112.99
PO-000672,2024-09-04,SUP-007,CMP-000,710,710,8,34.0,5,108.68,94.07,112.99
PO-003894,2024-09-04,SUP-049,CMP-004,2714,2714,65,80.95,-1,108.68,94.07,112.99
PO-004347,2024-09-04,SUP-038,CMP-000,2027,2027,26,34.77,7,108.68,94.07,112.99
PO-001169,2024-09-04,SUP-028,CMP-006,3266,3266,64,27.64,0,108.68,94.07,112.99
PO-002662,2024-09-04,SUP-021,CMP-004,3202,3202,40,85.36,5,108.68,94.07,112.99
PO-001680,2024-09-04,SUP-006,CMP-004,4746,4746,50,81.62,5,108.68,94.07,112.99
PO-000128,2024-09-04,SUP-031,CMP-005,5490,5490,65,124.89,-2,108.68,94.07,112.99
PO-004115,2024-09-04,SUP-048,CMP-000,4477,4477,9,32.98,-2,108.68,94.07,112.99
PO-001188,2024-09-05,SUP-030,CMP-001,4596,4596,60,9.11,4,108.59,94.06,112.9
PO-000003,2024-09-05,SUP-023,CMP-008,5019,5019,25,18.55,1,108.59,94.06,112.9
PO-000429,2024-09-06,SUP-045,CMP-003,4970,4970,44,7.81,2,108.49,94.05,112.8
PO-002750,2024-09-06,SUP-015,CMP-007,2146,2146,47,43.74,0,108.49,94.05,112.8
PO-000324,2024-09-06,SUP-023,CMP-009,5522,5522,11,13.73,0,108.49,94.05,112.8
PO-004353,2024-09-06,SUP-023,CMP-000,4971,4971,14,33.44,6,108.49,94.05,112.8
PO-004494,2024-09-06,SUP-050,CMP-004,1326,1326,8,81.8,1,108.49,94.05,112.8
PO-004503,2024-09-06,SUP-039,CMP-007,296,296,1,45.15,-1,108.49,94.05,112.8
PO-001544,2024-09-06,SUP-020,CMP-001,2060,2060,8,8.49,0,108.49,94.05,112.8
PO-003691,2024-09-06,SUP-012,CMP-008,3320,3320,36,18.8,-1,108.49,94.05,112.8
PO-001006,2024-09-06,SUP-020,CMP-002,5048,5048,39,5.0,4,108.49,94.05,112.8
PO-002299,2024-09-07,SUP-037,CMP-004,5034,5034,19,79.21,5,108.4,94.05,112.7
PO-000640,2024-09-07,SUP-047,CMP-001,2455,2455,9,9.23,2,108.4,94.05,112.7
PO-003414,2024-09-07,SUP-018,CMP-001,4273,4273,44,9.28,2,108.4,94.05,112.7
PO-001820,2024-09-07,SUP-004,CMP-006,2420,2420,80,26.86,2,108.4,94.05,112.7
PO-001291,2024-09-07,SUP-035,CMP-004,2249,2249,10,74.35,2,108.4,94.05,112.7
PO-002151,2024-09-08,SUP-037,CMP-000,3040,3040,15,32.65,2,108.3,94.04,112.61
PO-004403,2024-09-08,SUP-010,CMP-004,464,464,2,78.41,1,108.3,94.04,112.61
PO-001397,2024-09-08,SUP-050,CMP-002,3499,3499,31,4.82,0,108.3,94.04,112.61
PO-003652,2024-09-08,SUP-016,CMP-004,4376,4376,86,80.54,-1,108.3,94.04,112.61
PO-002271,2024-09-08,SUP-017,CMP-003,4402,4402,59,7.48,3,108.3,94.04,112.61
PO-002737,2024-09-08,SUP-038,CMP-004,3106,3106,96,81.95,1,108.3,94.04,112.61
PO-004516,2024-09-09,SUP-048,CMP-001,665,665,4,9.52,-1,108.2,94.04,112.51
PO-004188,2024-09-09,SUP-052,CMP-001,3152,3152,37,9.76,-1,108.2,94.04,112.51
PO-004058,2024-09-09,SUP-035,CMP-004,5091,5091,36,82.09,2,108.2,94.04,112.51
PO-000261,2024-09-09,SUP-013,CMP-002,4948,4948,88,4.93,-1,108.2,94.04,112.51
PO-000171,2024-09-09,SUP-034,CMP-002,4426,4426,15,4.56,-2,108.2,94.04,112.51
PO-003303,2024-09-10,SUP-017,CMP-004,1670,1670,20,83.35,3,108.11,94.03,112.42
PO-000762,2024-09-10,SUP-007,CMP-000,4027,4027,84,34.26,4,108.11,94.03,112.42
PO-001746,2024-09-10,SUP-031,CMP-004,870,870,16,78.71,1,108.11,94.03,112.42
PO-004642,2024-09-10,SUP-008,CMP-000,5330,5330,79,34.11,1,108.11,94.03,112.42
PO-002259,2024-09-10,SUP-052,CMP-009,3071,3071,68,13.41,2,108.11,94.03,112.42
PO-000207,2024-09-10,SUP-007,CMP-008,518,518,5,18.59,5,108.11,94.03,112.42
PO-000595,2024-09-10,SUP-042,CMP-006,339,339,6,31.65,23,108.11,94.03,112.42
PO-001963,2024-09-10,SUP-052,CMP-002,545,545,7,4.99,6,108.11,94.03,112.42
PO-002637,2024-09-10,SUP-006,CMP-007,5577,5577,70,41.59,2,108.11,94.03,112.42
PO-004282,2024-09-11,SUP-051,CMP-009,3590,3590,51,13.71,0,108.01,94.03,112.32
PO-000244,2024-09-11,SUP-048,CMP-002,5401,5401,15,4.83,1,108.01,94.03,112.32
PO-000609,2024-09-11,SUP-040,CMP-006,2882,2882,7,28.98,1,108.01,94.03,112.32
PO-004599,2024-09-11,SUP-020,CMP-005,4037,4037,31,122.38,-1,108.01,94.03,112.32
PO-002082,2024-09-11,SUP-043,CMP-009,3559,3559,41,12.87,3,108.01,94.03,112.32
PO-004044,2024-09-11,SUP-021,CMP-004,3527,3527,29,74.18,0,108.01,94.03,112.32
PO-004132,2024-09-11,SUP-044,CMP-003,5561,5561,80,7.34,1,108.01,94.03,112.32
PO-000619,2024-09-12,SUP-045,CMP-000,2658,2658,30,33.69,2,107.91,94.03,112.23
PO-001025,2024-09-12,SUP-004,CMP-005,1662,1662,45,114.92,0,107.91,94.03,112.23
PO-001101,2024-09-12,SUP-009,CMP-000,3557,3557,34,33.56,1,107.91,94.03,112.23
PO-000106,2024-09-12,SUP-027,CMP-009,4532,4532,11,13.48,-1,107.91,94.03,112.23
PO-001926,2024-09-12,SUP-013,CMP-009,3018,3018,77,13.57,-1,107.91,94.03,112.23
PO-002400,2024-09-12,SUP-023,CMP-000,1276,1276,16,36.45,2,107.91,94.03,112.23
PO-001204,2024-09-13,SUP-043,CMP-000,4556,4556,34,33.02,4,107.81,94.03,112.13
PO-003009,2024-09-13,SUP-016,CMP-006,915,915,33,30.12,1,107.81,94.03,112.13
PO-001128,2024-09-13,SUP-027,CMP-002,2583,2583,17,6.59,7,107.81,94.03,112.13
PO-001876,2024-09-13,SUP-031,CMP-005,919,919,13,117.8,1,107.81,94.03,112.13
PO-002384,2024-09-13,SUP-049,CMP-000,4855,4855,67,33.95,1,107.81,94.03,112.13
PO-002450,2024-09-13,SUP-051,CMP-005,691,691,17,121.43,7,107.81,94.03,112.13
PO-000659,2024-09-13,SUP-048,CMP-004,2924,2924,9,79.91,2,107.81,94.03,112.13
PO-000418,2024-09-13,SUP-004,CMP-006,3165,3165,37,29.71,2,107.81,94.03,112.13
PO-000613,2024-09-13,SUP-018,CMP-006,5252,5252,61,28.46,-3,107.81,94.03,112.13
PO-003611,2024-09-14,SUP-029,CMP-008,5973,5973,149,18.29,3,107.72,94.03,112.04
PO-004120,2024-09-14,SUP-036,CMP-000,762,762,8,33.29,5,107.72,94.03,112.04
PO-001166,2024-09-14,SUP-021,CMP-004,5227,5227,96,80.02,6,107.72,94.03,112.04
PO-001566,2024-09-14,SUP-032,CMP-004,1358,1358,7,75.45,-1,107.72,94.03,112.04
PO-003144,2024-09-14,SUP-038,CMP-005,2987,2987,75,116.58,-1,107.72,94.03,112.04
PO-000266,2024-09-14,SUP-000,CMP-002,1506,1506,15,4.97,4,107.72,94.03,112.04
PO-000713,2024-09-14,SUP-026,CMP-009,2828,2828,59,13.79,-1,107.72,94.03,112.04
PO-003401,2024-09-14,SUP-003,CMP-003,2131,2131,25,7.17,3,107.72,94.03,112.04
PO-003462,2024-09-15,SUP-004,CMP-007,1451,1451,15,38.41,-3,107.62,94.03,111.94
PO-003421,2024-09-15,SUP-031,CMP-003,2799,2799,71,7.18,2,107.62,94.03,111.94
PO-004592,2024-09-15,SUP-033,CMP-001,370,370,4,11.46,2,107.62,94.03,111.94
PO-000462,2024-09-15,SUP-047,CMP-006,1030,1030,5,28.61,3,107.62,94.03,111.94
PO-000485,2024-09-15,SUP-004,CMP-001,1654,1654,44,9.06,1,107.62,94.03,111.94
