purchase_order_id,order_date,supplier_id,component_id,quantity,received_quantity,defective_quantity,unit_cost_eur,delivery_delay_days,lithium_index,metals_index,industrial_energy_index,supplier_name,country,country_risk,contract_tier,component,commodity_family,standard_unit_cost_eur,commodity_exposure,energy_exposure,actual_spend_eur,standard_spend_eur,ppv_eur,price_variance_pct,defect_rate,on_time,month,anomaly_score,is_anomaly,anomaly_reason
PO-001598,2024-06-15,SUP-037,CMP-004,5638,5638,14,86.59,2,114.59,97.45,119.98,Supplier B12,CZ,17,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,488194.42000000004,417212.0,70982.42000000004,17.013513513513523,0.0024831500532103584,True,2024-06,1.9469,False,High unit-price variance
PO-001644,2024-06-15,SUP-023,CMP-006,4826,4826,13,29.49,3,114.59,97.45,119.98,Supplier A24,DE,12,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,142318.74,135128.0,7190.739999999991,5.321428571428566,0.0026937422295897225,False,2024-06,0.55,False,Multivariate exception
PO-004033,2024-06-15,SUP-001,CMP-008,306,306,2,18.69,0,114.59,97.45,119.98,Supplier A02,PL,19,Preferred,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,5719.14,5508.0,211.14000000000033,3.833333333333333,0.006535947712418301,True,2024-06,0.2,False,Multivariate exception
PO-002497,2024-06-15,SUP-047,CMP-008,3167,3167,22,17.98,3,114.59,97.45,119.98,Supplier B22,HU,24,Preferred,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,56942.66,57006.0,-63.33999999999651,-0.11111111111110628,0.006946637196084623,False,2024-06,0.3816,False,Multivariate exception
PO-000479,2024-06-15,SUP-030,CMP-002,2660,2660,30,4.94,1,114.59,97.45,119.98,Supplier B05,CZ,17,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,13140.400000000001,12768.0,372.40000000000146,2.9166666666666785,0.011278195488721804,True,2024-06,0.0792,False,Multivariate exception
PO-002089,2024-06-16,SUP-016,CMP-006,3386,3386,42,28.81,0,114.54,97.39,119.92,Supplier A17,CN,42,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,97550.65999999999,94808.0,2742.659999999989,2.8928571428571415,0.012404016538688719,True,2024-06,0.076,False,Multivariate exception
PO-000615,2024-06-16,SUP-049,CMP-004,2141,2141,63,75.28,0,114.54,97.39,119.92,Supplier B24,FI,9,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,161174.48,158434.0,2740.4800000000105,1.7297297297297343,0.029425502101821578,True,2024-06,1.0574,False,Multivariate exception
PO-003521,2024-06-16,SUP-016,CMP-009,5827,5827,87,13.87,1,114.54,97.39,119.92,Supplier A17,CN,42,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,80820.48999999999,75751.0,5069.489999999991,6.692307692307686,0.01493049596704994,True,2024-06,0.5969,False,Multivariate exception
PO-003121,2024-06-16,SUP-018,CMP-003,1230,1230,23,7.43,2,114.54,97.39,119.92,Supplier A19,CN,42,Preferred,Copper busbar,Copper,7.2,0.4,0.11,9138.9,8856.0,282.89999999999964,3.194444444444433,0.01869918699186992,True,2024-06,0.4479,False,Multivariate exception
PO-000889,2024-06-17,SUP-003,CMP-000,4874,4874,218,33.36,-4,114.5,97.34,119.85,Supplier A04,KR,21,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,162596.63999999998,151094.0,11502.639999999985,7.6129032258064555,0.044727123512515385,True,2024-06,2.1297,False,High defect rate
PO-000706,2024-06-17,SUP-051,CMP-009,4687,4687,54,13.67,0,114.5,97.34,119.85,Supplier B26,KR,21,Approved,Pack seal & insulation,Polymers,13.0,0.06,0.14,64071.29,60931.0,3140.290000000001,5.153846153846153,0.011521228931085982,True,2024-06,0.3741,False,Multivariate exception
PO-000183,2024-06-17,SUP-053,CMP-004,1966,1966,43,81.23,3,114.5,97.34,119.85,Supplier C02,CZ,17,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,159698.18000000002,145484.0,14214.180000000022,9.770270270270265,0.02187182095625636,False,2024-06,1.2062,False,Multivariate exception
PO-000441,2024-06-17,SUP-043,CMP-004,5025,5025,55,82.26,1,114.5,97.34,119.85,Supplier B18,CZ,17,Approved,Battery cell,Multi-material,74.0,0.52,0.18,413356.5,371850.0,41506.5,11.16216216216217,0.010945273631840797,True,2024-06,1.1662,False,Multivariate exception
PO-003961,2024-06-17,SUP-027,CMP-002,1528,1528,4,4.85,3,114.5,97.34,119.85,Supplier B02,CZ,17,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,7410.799999999999,7334.4,76.39999999999964,1.041666666666674,0.002617801047120419,False,2024-06,0.3816,False,Multivariate exception
PO-000217,2024-06-17,SUP-038,CMP-007,2694,2694,37,43.91,6,114.5,97.34,119.85,Supplier B13,PT,15,Preferred,Module housing,Aluminium,42.0,0.18,0.26,118293.54,113148.0,5145.539999999994,4.547619047619045,0.013734224201930215,False,2024-06,1.0013,False,Multivariate exception
PO-003609,2024-06-17,SUP-008,CMP-002,2055,2055,19,5.02,0,114.5,97.34,119.85,Supplier A09,CN,42,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,10316.099999999999,9864.0,452.09999999999854,4.583333333333339,0.009245742092457421,True,2024-06,0.2989,False,Multivariate exception
PO-003255,2024-06-18,SUP-002,CMP-003,4902,4902,41,7.17,4,114.45,97.29,119.79,Supplier A03,PL,19,Strategic,Copper busbar,Copper,7.2,0.4,0.11,35147.34,35294.4,-147.06000000000495,-0.4166666666666652,0.008363933088535292,False,2024-06,0.5723,False,Multivariate exception
PO-000594,2024-06-18,SUP-052,CMP-002,384,384,8,5.32,1,114.45,97.29,119.79,Supplier C01,DE,12,Approved,Cell casing,Aluminium,4.8,0.22,0.2,2042.88,1843.1999999999998,199.6800000000003,10.83333333333334,0.020833333333333332,True,2024-06,1.238,False,Multivariate exception
PO-003983,2024-06-19,SUP-010,CMP-005,3977,3977,15,115.21,-3,114.41,97.23,119.72,Supplier A11,DE,12,Approved,Battery management system,Electronics,118.0,0.08,0.09,458190.17,469286.0,-11095.830000000016,-2.3644067796610213,0.0037716872014080965,True,2024-06,0.0,False,Multivariate exception
PO-002672,2024-06-19,SUP-006,CMP-002,1922,1922,19,4.89,1,114.41,97.23,119.72,Supplier A07,CN,42,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,9398.58,9225.6,172.97999999999956,1.8750000000000044,0.009885535900104058,True,2024-06,0.0,False,Multivariate exception
PO-003467,2024-06-19,SUP-031,CMP-001,813,813,37,9.86,5,114.41,97.23,119.72,Supplier B06,CZ,17,Approved,Anode graphite,Graphite,9.4,0.47,0.13,8016.179999999999,7642.200000000001,373.97999999999865,4.893617021276575,0.04551045510455105,False,2024-06,2.2237,False,High defect rate
PO-004750,2024-06-20,SUP-029,CMP-000,4031,4031,80,33.23,4,114.36,97.18,119.66,Supplier B04,DE,12,Strategic,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,133950.12999999998,124961.0,8989.129999999976,7.19354838709676,0.019846192011907716,False,2024-06,0.976,False,Multivariate exception
PO-001797,2024-06-20,SUP-044,CMP-008,2959,2959,25,18.96,-4,114.36,97.18,119.66,Supplier B19,DE,12,Approved,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,56102.64,53262.0,2840.6399999999994,5.3333333333333455,0.00844880027036161,True,2024-06,0.3978,False,Multivariate exception
PO-004352,2024-06-20,SUP-030,CMP-007,2993,2993,56,46.45,2,114.36,97.18,119.66,Supplier B05,CZ,17,Preferred,Module housing,Aluminium,42.0,0.18,0.26,139024.85,125706.0,13318.850000000006,10.595238095238102,0.018710324089542266,True,2024-06,1.1743,False,Multivariate exception
PO-000405,2024-06-20,SUP-008,CMP-009,4080,4080,52,13.42,0,114.36,97.18,119.66,Supplier A09,CN,42,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,54753.6,53040.0,1713.5999999999985,3.230769230769237,0.012745098039215686,True,2024-06,0.1218,False,Multivariate exception
PO-002888,2024-06-20,SUP-030,CMP-007,2397,2397,29,42.68,2,114.36,97.18,119.66,Supplier B05,CZ,17,Preferred,Module housing,Aluminium,42.0,0.18,0.26,102303.96,100674.0,1629.9600000000064,1.6190476190476089,0.012098456403838132,True,2024-06,0.1908,False,Multivariate exception
PO-000789,2024-06-20,SUP-031,CMP-005,4900,4900,123,123.55,-2,114.36,97.18,119.66,Supplier B06,CZ,17,Approved,Battery management system,Electronics,118.0,0.08,0.09,605395.0,578200.0,27195.0,4.703389830508464,0.02510204081632653,True,2024-06,0.8483,False,Multivariate exception
PO-002294,2024-06-20,SUP-044,CMP-006,1510,1510,10,31.05,0,114.36,97.18,119.66,Supplier B19,DE,12,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,46885.5,42280.0,4605.5,10.89285714285715,0.006622516556291391,True,2024-06,1.1307,False,Multivariate exception
PO-001825,2024-06-21,SUP-013,CMP-004,4805,4805,147,82.49,3,114.31,97.13,119.59,Supplier A14,CN,42,Approved,Battery cell,Multi-material,74.0,0.52,0.18,396364.44999999995,355570.0,40794.44999999995,11.472972972972961,0.030593132154006244,False,2024-06,1.6971,False,Multivariate exception
PO-000549,2024-06-21,SUP-050,CMP-001,2870,2870,13,9.33,1,114.31,97.13,119.59,Supplier B25,CZ,17,Strategic,Anode graphite,Graphite,9.4,0.47,0.13,26777.1,26978.0,-200.90000000000146,-0.7446808510638281,0.004529616724738676,True,2024-06,0.0,False,Multivariate exception
PO-000494,2024-06-21,SUP-002,CMP-004,5669,5669,134,85.89,0,114.31,97.13,119.59,Supplier A03,PL,19,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,486910.41,419506.0,67404.40999999997,16.067567567567576,0.02363732580702064,True,2024-06,1.942,False,High unit-price variance
PO-001927,2024-06-21,SUP-037,CMP-003,2565,2565,24,7.2,-1,114.31,97.13,119.59,Supplier B12,CZ,17,Preferred,Copper busbar,Copper,7.2,0.4,0.11,18468.0,18468.0,0.0,0.0,0.00935672514619883,True,2024-06,0.0,False,Multivariate exception
PO-004586,2024-06-21,SUP-036,CMP-005,374,374,2,120.18,6,114.31,97.13,119.59,Supplier B11,DE,12,Strategic,Battery management system,Electronics,118.0,0.08,0.09,44947.32,44132.0,815.3199999999997,1.8474576271186427,0.0053475935828877,False,2024-06,0.9539,False,Multivariate exception
PO-004743,2024-06-21,SUP-018,CMP-009,4000,4000,39,13.28,-1,114.31,97.13,119.59,Supplier A19,CN,42,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,53120.0,52000.0,1120.0,2.1538461538461506,0.00975,True,2024-06,0.0,False,Multivariate exception
PO-004462,2024-06-21,SUP-041,CMP-000,4948,4948,41,32.58,-2,114.31,97.13,119.59,Supplier B16,SE,10,Strategic,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,161205.84,153388.0,7817.8399999999965,5.096774193548392,0.008286176232821341,True,2024-06,0.3666,False,Multivariate exception
PO-001236,2024-06-22,SUP-049,CMP-008,5688,5688,123,17.61,1,114.26,97.07,119.52,Supplier B24,FI,9,Preferred,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,100165.68,102384.0,-2218.320000000007,-2.1666666666666723,0.021624472573839662,True,2024-06,0.5708,False,Multivariate exception
PO-000444,2024-06-22,SUP-022,CMP-006,5153,5153,25,29.93,3,114.26,97.07,119.52,Supplier A23,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,154229.29,144284.0,9945.290000000008,6.892857142857145,0.004851542790607413,False,2024-06,0.7139,False,Multivariate exception
PO-000119,2024-06-22,SUP-014,CMP-004,940,940,2,85.7,2,114.26,97.07,119.52,Supplier A15,DE,12,Strategic,Battery cell,Multi-material,74.0,0.52,0.18,80558.0,69560.0,10998.0,15.810810810810816,0.002127659574468085,True,2024-06,1.7892,False,High unit-price variance
PO-000582,2024-06-22,SUP-022,CMP-008,3316,3316,16,19.21,0,114.26,97.07,119.52,Supplier A23,DE,12,Preferred,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,63700.36,59688.0,4012.3600000000006,6.722222222222229,0.0048250904704463205,True,2024-06,0.5809,False,Multivariate exception
PO-001916,2024-06-22,SUP-010,CMP-008,5304,5304,50,18.62,1,114.26,97.07,119.52,Supplier A11,DE,12,Approved,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,98760.48000000001,95472.0,3288.4800000000105,3.44444444444445,0.00942684766214178,True,2024-06,0.1487,False,Multivariate exception
PO-001666,2024-06-23,SUP-036,CMP-000,3162,3162,38,35.56,1,114.21,97.02,119.45,Supplier B11,DE,12,Strategic,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,112440.72,98022.0,14418.720000000001,14.70967741935485,0.012017710309930424,True,2024-06,1.6339,False,High unit-price variance
PO-003402,2024-06-23,SUP-036,CMP-006,5019,5019,15,28.46,1,114.21,97.02,119.45,Supplier B11,DE,12,Strategic,Thermal management plate,Aluminium,28.0,0.16,0.24,142840.74,140532.0,2308.7399999999907,1.642857142857146,0.002988643156007173,True,2024-06,0.0,False,Multivariate exception
PO-004687,2024-06-23,SUP-011,CMP-003,2565,2565,115,7.25,0,114.21,97.02,119.45,Supplier A12,DE,12,Preferred,Copper busbar,Copper,7.2,0.4,0.11,18596.25,18468.0,128.25,0.694444444444442,0.04483430799220273,True,2024-06,2.0186,False,High defect rate
PO-002215,2024-06-23,SUP-025,CMP-004,3899,3899,58,77.83,5,114.21,97.02,119.45,Supplier A26,KR,21,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,303459.17,288526.0,14933.169999999984,5.175675675675673,0.014875609130546294,False,2024-06,0.8642,False,Multivariate exception
PO-003014,2024-06-24,SUP-010,CMP-004,732,732,4,91.22,-1,114.16,96.96,119.38,Supplier A11,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,66773.04,54168.0,12605.039999999994,23.270270270270267,0.00546448087431694,True,2024-06,2.7624,True,High unit-price variance
PO-004127,2024-06-24,SUP-035,CMP-005,1665,1665,11,114.15,0,114.16,96.96,119.38,Supplier B10,KR,21,Strategic,Battery management system,Electronics,118.0,0.08,0.09,190059.75,196470.0,-6410.25,-3.2627118644067754,0.006606606606606606,True,2024-06,0.0,False,Multivariate exception
PO-003261,2024-06-25,SUP-021,CMP-006,3932,3932,17,28.84,2,114.1,96.91,119.31,Supplier A22,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,113398.88,110096.0,3302.8800000000047,3.0000000000000027,0.0043234994913530014,True,2024-06,0.211,False,Multivariate exception
PO-000201,2024-06-25,SUP-052,CMP-001,3683,3683,80,10.15,-2,114.1,96.91,119.31,Supplier C01,DE,12,Approved,Anode graphite,Graphite,9.4,0.47,0.13,37382.450000000004,34620.200000000004,2762.25,7.978723404255317,0.021721422753190334,True,2024-06,0.9434,False,Multivariate exception
PO-000214,2024-06-25,SUP-049,CMP-004,1682,1682,36,78.66,2,114.1,96.91,119.31,Supplier B24,FI,9,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,132306.12,124468.0,7838.119999999995,6.2972972972972885,0.02140309155766944,True,2024-06,0.7887,False,Multivariate exception
PO-002807,2024-06-25,SUP-032,CMP-002,5716,5716,117,4.93,2,114.1,96.91,119.31,Supplier B07,CZ,17,Preferred,Cell casing,Aluminium,4.8,0.22,0.2,28179.879999999997,27436.8,743.0799999999981,2.708333333333335,0.020468859342197342,True,2024-06,0.5365,False,Multivariate exception
PO-000881,2024-06-25,SUP-003,CMP-004,681,681,9,84.29,-3,114.1,96.91,119.31,Supplier A04,KR,21,Approved,Battery cell,Multi-material,74.0,0.52,0.18,57401.490000000005,50394.0,7007.490000000005,13.905405405405414,0.013215859030837005,True,2024-06,1.5285,False,Multivariate exception
PO-003906,2024-06-25,SUP-037,CMP-001,1980,1980,13,9.42,0,114.1,96.91,119.31,Supplier B12,CZ,17,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,18651.6,18612.0,39.599999999998545,0.21276595744681437,0.0065656565656565654,True,2024-06,0.0,False,Multivariate exception
PO-002992,2024-06-25,SUP-045,CMP-001,705,705,3,9.8,-1,114.1,96.91,119.31,Supplier B20,DE,12,Approved,Anode graphite,Graphite,9.4,0.47,0.13,6909.000000000001,6627.0,282.0000000000009,4.255319148936176,0.00425531914893617,True,2024-06,0.2556,False,Multivariate exception
PO-001193,2024-06-26,SUP-016,CMP-000,917,917,8,35.72,6,114.05,96.85,119.24,Supplier A17,CN,42,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,32755.239999999998,28427.0,4328.239999999998,15.22580645161289,0.008724100327153763,False,2024-06,1.951,False,High unit-price variance
PO-001146,2024-06-26,SUP-021,CMP-000,1463,1463,24,35.85,2,114.05,96.85,119.24,Supplier A22,DE,12,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,52448.55,45353.0,7095.550000000003,15.645161290322584,0.016404647983595352,True,2024-06,1.7844,False,High unit-price variance
PO-001707,2024-06-26,SUP-015,CMP-000,1412,1412,60,34.23,7,114.05,96.85,119.24,Supplier A16,DE,12,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,48332.759999999995,43772.0,4560.759999999995,10.41935483870966,0.042492917847025496,False,2024-06,2.4409,False,High defect rate
PO-004686,2024-06-26,SUP-042,CMP-004,5385,5385,33,85.46,0,114.05,96.85,119.24,Supplier B17,DE,12,Approved,Battery cell,Multi-material,74.0,0.52,0.18,460202.1,398490.0,61712.09999999998,15.486486486486474,0.006128133704735376,True,2024-06,1.7363,False,High unit-price variance
PO-002771,2024-06-26,SUP-040,CMP-009,5089,5089,16,13.87,2,114.05,96.85,119.24,Supplier B15,KR,21,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,70584.43,66157.0,4427.429999999993,6.692307692307686,0.003144036156415799,True,2024-06,0.6076,False,Multivariate exception
PO-001178,2024-06-26,SUP-017,CMP-003,3603,3603,39,7.52,-2,114.05,96.85,119.24,Supplier A18,PL,19,Approved,Copper busbar,Copper,7.2,0.4,0.11,27094.559999999998,25941.600000000002,1152.9599999999955,4.444444444444429,0.010824313072439634,True,2024-06,0.2806,False,Multivariate exception
PO-003909,2024-06-26,SUP-053,CMP-009,467,467,8,13.6,4,114.05,96.85,119.24,Supplier C02,CZ,17,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,6351.2,6071.0,280.1999999999998,4.615384615384621,0.017130620985010708,False,2024-06,0.7098,False,Multivariate exception
PO-002501,2024-06-26,SUP-025,CMP-004,2253,2253,53,79.45,1,114.05,96.85,119.24,Supplier A26,KR,21,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,179000.85,166722.0,12278.850000000006,7.364864864864873,0.023524189968930315,True,2024-06,0.9582,False,Multivariate exception
PO-004415,2024-06-27,SUP-036,CMP-008,653,653,2,18.54,1,114.0,96.8,119.16,Supplier B11,DE,12,Strategic,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,12106.619999999999,11754.0,352.619999999999,3.0000000000000027,0.0030627871362940277,True,2024-06,0.0902,False,Multivariate exception
PO-002165,2024-06-27,SUP-008,CMP-001,4333,4333,53,9.58,0,114.0,96.8,119.16,Supplier A09,CN,42,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,41510.14,40730.200000000004,779.939999999995,1.9148936170212627,0.01223171013154858,True,2024-06,0.0,False,Multivariate exception
PO-003184,2024-06-28,SUP-044,CMP-006,601,601,9,30.03,2,113.94,96.74,119.09,Supplier B19,DE,12,Approved,Thermal management plate,Aluminium,28.0,0.16,0.24,18048.030000000002,16828.0,1220.0300000000025,7.250000000000001,0.014975041597337771,True,2024-06,0.6956,False,Multivariate exception
PO-000822,2024-06-28,SUP-031,CMP-002,5437,5437,65,5.44,1,113.94,96.74,119.09,Supplier B06,CZ,17,Approved,Cell casing,Aluminium,4.8,0.22,0.2,29577.280000000002,26097.6,3479.680000000004,13.333333333333353,0.011955122310097481,True,2024-06,1.4524,False,Multivariate exception
PO-004572,2024-06-28,SUP-006,CMP-006,5571,5571,114,27.5,3,113.94,96.74,119.09,Supplier A07,CN,42,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,153202.5,155988.0,-2785.5,-1.7857142857142905,0.02046311254711901,False,2024-06,0.6276,False,Multivariate exception
PO-003186,2024-06-28,SUP-038,CMP-005,1397,1397,30,118.34,-1,113.94,96.74,119.09,Supplier B13,PT,15,Preferred,Battery management system,Electronics,118.0,0.08,0.09,165320.98,164846.0,474.9800000000105,0.28813559322034,0.021474588403722263,True,2024-06,0.5614,False,Multivariate exception
PO-002469,2024-06-28,SUP-038,CMP-000,3877,3877,52,32.97,4,113.94,96.74,119.09,Supplier B13,PT,15,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,127824.69,120187.0,7637.690000000002,6.354838709677413,0.013412432293010059,False,2024-06,0.7839,False,Multivariate exception
PO-004399,2024-06-28,SUP-006,CMP-001,3406,3406,25,9.11,-1,113.94,96.74,119.09,Supplier A07,CN,42,Preferred,Anode graphite,Graphite,9.4,0.47,0.13,31028.66,32016.4,-987.7400000000016,-3.0851063829787306,0.007339988256018791,True,2024-06,0.0,False,Multivariate exception
PO-003256,2024-06-28,SUP-006,CMP-004,733,733,13,80.0,0,113.94,96.74,119.09,Supplier A07,CN,42,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,58640.0,54242.0,4398.0,8.108108108108114,0.017735334242837655,True,2024-06,0.8311,False,Multivariate exception
PO-004257,2024-06-28,SUP-032,CMP-008,5216,5216,98,18.41,5,113.94,96.74,119.09,Supplier B07,CZ,17,Preferred,High-voltage connector,Copper/Electronics,18.0,0.18,0.1,96026.56,93888.0,2138.5599999999977,2.2777777777777786,0.018788343558282208,False,2024-06,0.8588,False,Multivariate exception
PO-003416,2024-06-29,SUP-045,CMP-005,1949,1949,14,123.82,0,113.89,96.69,119.02,Supplier B20,DE,12,Approved,Battery management system,Electronics,118.0,0.08,0.09,241325.18,229982.0,11343.179999999993,4.932203389830492,0.007183170856849667,True,2024-06,0.3449,False,Multivariate exception
PO-002144,2024-06-29,SUP-022,CMP-000,341,341,2,33.36,-3,113.89,96.69,119.02,Supplier A23,DE,12,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,11375.76,10571.0,804.7600000000002,7.6129032258064555,0.005865102639296188,True,2024-06,0.6983,False,Multivariate exception
PO-001979,2024-06-29,SUP-019,CMP-003,3245,3245,57,7.32,0,113.89,96.69,119.02,Supplier A20,DE,12,Approved,Copper busbar,Copper,7.2,0.4,0.11,23753.4,23364.0,389.40000000000146,1.6666666666666607,0.017565485362095533,True,2024-06,0.3176,False,Multivariate exception
PO-001824,2024-06-29,SUP-029,CMP-005,3440,3440,172,116.17,1,113.89,96.69,119.02,Supplier B04,DE,12,Strategic,Battery management system,Electronics,118.0,0.08,0.09,399624.8,405920.0,-6295.200000000012,-1.5508474576271136,0.05,True,2024-06,2.3408,False,High defect rate
PO-000102,2024-06-29,SUP-046,CMP-009,4208,4208,45,13.77,5,113.89,96.69,119.02,Supplier B21,KR,21,Preferred,Pack seal & insulation,Polymers,13.0,0.06,0.14,57944.159999999996,54704.0,3240.159999999996,5.92307692307692,0.010693916349809885,False,2024-06,0.8991,False,Multivariate exception
PO-003348,2024-06-29,SUP-040,CMP-003,1085,1085,5,7.54,-2,113.89,96.69,119.02,Supplier B15,KR,21,Preferred,Copper busbar,Copper,7.2,0.4,0.11,8180.9,7812.0,368.89999999999964,4.722222222222228,0.004608294930875576,True,2024-06,0.3172,False,Multivariate exception
PO-004185,2024-06-30,SUP-026,CMP-002,3717,3717,54,5.03,2,113.83,96.63,118.94,Supplier B01,DE,12,Approved,Cell casing,Aluminium,4.8,0.22,0.2,18696.510000000002,17841.6,854.9100000000035,4.791666666666683,0.014527845036319613,True,2024-06,0.3991,False,Multivariate exception
PO-003350,2024-06-30,SUP-030,CMP-000,580,580,19,36.18,5,113.83,96.63,118.94,Supplier B05,CZ,17,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,20984.4,17980.0,3004.4000000000015,16.70967741935483,0.032758620689655175,False,2024-06,2.405,False,High unit-price variance
PO-003177,2024-06-30,SUP-010,CMP-002,883,883,3,5.07,-2,113.83,96.63,118.94,Supplier A11,DE,12,Approved,Cell casing,Aluminium,4.8,0.22,0.2,4476.81,4238.4,238.41000000000076,5.625000000000013,0.0033975084937712344,True,2024-06,0.4362,False,Multivariate exception
PO-001144,2024-06-30,SUP-019,CMP-003,3462,3462,135,7.14,3,113.83,96.63,118.94,Supplier A20,DE,12,Approved,Copper busbar,Copper,7.2,0.4,0.11,24718.68,24926.4,-207.72000000000116,-0.8333333333333415,0.0389948006932409,False,2024-06,1.6978,False,Multivariate exception
PO-001636,2024-07-01,SUP-011,CMP-007,5285,5285,43,42.46,-2,113.78,96.58,118.87,Supplier A12,DE,12,Preferred,Module housing,Aluminium,42.0,0.18,0.26,224401.1,221970.0,2431.100000000006,1.0952380952381047,0.008136234626300852,True,2024-07,0.0,False,Multivariate exception
PO-002314,2024-07-01,SUP-021,CMP-006,2688,2688,47,29.95,2,113.78,96.58,118.87,Supplier A22,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,80505.59999999999,75264.0,5241.599999999991,6.964285714285712,0.017485119047619048,True,2024-07,0.7139,False,Multivariate exception
PO-001521,2024-07-01,SUP-027,CMP-004,556,556,4,83.09,2,113.78,96.58,118.87,Supplier B02,CZ,17,Preferred,Battery cell,Multi-material,74.0,0.52,0.18,46198.04,41144.0,5054.040000000001,12.283783783783786,0.007194244604316547,True,2024-07,1.3278,False,Multivariate exception
PO-003439,2024-07-01,SUP-001,CMP-003,5091,5091,60,7.1,-2,113.78,96.58,118.87,Supplier A02,PL,19,Preferred,Copper busbar,Copper,7.2,0.4,0.11,36146.1,36655.200000000004,-509.1000000000058,-1.388888888888895,0.011785503830288745,True,2024-07,0.0,False,Multivariate exception
PO-002358,2024-07-02,SUP-011,CMP-006,4690,4690,50,28.46,-2,113.72,96.52,118.79,Supplier A12,DE,12,Preferred,Thermal management plate,Aluminium,28.0,0.16,0.24,133477.4,131320.0,2157.399999999994,1.642857142857146,0.010660980810234541,True,2024-07,0.0,False,Multivariate exception
PO-003389,2024-07-02,SUP-051,CMP-000,4301,4301,87,34.08,4,113.72,96.52,118.79,Supplier B26,KR,21,Approved,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,146578.08,133331.0,13247.079999999987,9.935483870967744,0.02022785398744478,False,2024-07,1.2532,False,Multivariate exception
PO-002355,2024-07-02,SUP-036,CMP-009,1930,1930,7,13.61,5,113.72,96.52,118.79,Supplier B11,DE,12,Strategic,Pack seal & insulation,Polymers,13.0,0.06,0.14,26267.3,25090.0,1177.2999999999993,4.6923076923076845,0.003626943005181347,False,2024-07,0.8249,False,Multivariate exception
PO-001512,2024-07-02,SUP-029,CMP-009,1658,1658,26,13.29,-1,113.72,96.52,118.79,Supplier B04,DE,12,Strategic,Pack seal & insulation,Polymers,13.0,0.06,0.14,22034.82,21554.0,480.8199999999997,2.230769230769214,0.015681544028950542,True,2024-07,0.2001,False,Multivariate exception
PO-003716,2024-07-02,SUP-012,CMP-003,3555,3555,59,6.89,2,113.72,96.52,118.79,Supplier A13,HU,24,Strategic,Copper busbar,Copper,7.2,0.4,0.11,24493.949999999997,25596.0,-1102.050000000003,-4.3055555555555625,0.01659634317862166,True,2024-07,0.3202,False,Multivariate exception
PO-003643,2024-07-02,SUP-038,CMP-000,4655,4655,79,34.12,0,113.72,96.52,118.79,Supplier B13,PT,15,Preferred,Cathode active material,Lithium/Nickel,31.0,0.58,0.16,158828.59999999998,144305.0,14523.599999999977,10.064516129032253,0.016970998925886143,True,2024-07,1.0593,False,Multivariate exception
